,0
337,(-362.9991494806121+2.3836899905722812e-14j)
338,(-411.0800044623196+1.0044021446092232e-14j)
339,(-365.4143957854177+1.2349932593413919e-14j)
340,(-366.63049615687873+1.6801995863965625e-14j)
341,(-404.39551336690545+9.229501930948312e-15j)
342,(-372.17160811014173-1.9201150598944865e-14j)
343,(-418.5162890793547+1.7827944190956192e-14j)
344,(-399.87542791801-1.123292247129678e-14j)
345,(-418.5162890793537-7.139998287845842e-15j)
346,(-374.5933431138766+3.5164652675742727e-16j)
347,(-376.04608551626285+8.466834256506695e-15j)
348,(-381.8350117403769-1.447004558780669e-14j)
349,(-398.3392468062839+2.422534648038003e-14j)
350,(-394.3134627934044+4.463651658771896e-15j)
351,(-389.98066923355634+3.88484738040743e-14j)
352,(-392.461188604695+1.1746172737594485e-14j)
353,(-385.33790031056634-2.3395764597793093e-15j)
354,(-364.846866188237+7.1054271633881194e-15j)
355,(-364.8468661882361+1.461200951902164e-14j)
356,(-369.8224486145046+1.0659226372237398e-14j)
357,(-369.82244861450346-3.065788318741894e-15j)
358,(-405.85005620533155+3.955871365793571e-14j)
359,(-405.85005620533127+4.335080742729619e-14j)
360,(-404.88508823797866+3.288774625854824e-14j)
361,(-404.88508823797764-4.756480205735873e-14j)
362,(-374.0000738126218-1.3085343353428487e-14j)
363,(-374.00007381262026+3.951306757037184e-14j)
364,(-399.13058679241124+3.937736935412412e-15j)
365,(-399.1305867924125+2.1791379464786154e-15j)
366,(-398.3613585258324+1.3766765316395244e-14j)
367,(-398.3613585258321+1.3704938876465955e-14j)
368,(-376.5419180274266-8.660477420205723e-15j)
369,(-376.54191802742616-7.189954469473403e-15j)
370,(-378.97565623888863-4.441116160239079e-15j)
371,(-378.9756562388895-1.3142807155086533e-14j)
372,(-380.52380352476666-2.1316282072803006e-14j)
373,(-380.52380352476695-6.306066779870889e-14j)
374,(-394.1550043661416+7.105429014202423e-15j)
375,(-394.15500436614235-1.9220736113823023e-15j)
376,(-392.2188553639576+3.552718247773679e-15j)
377,(-392.218855363957-3.810146642635459e-14j)
378,(-389.20815090144754+7.156716526178807e-15j)
379,(-389.20815090144765+2.4203935518001833e-14j)
380,(-385.4993859510349+4.386613334498665e-15j)
381,(-385.49938595103526+1.99071428151577e-14j)
382,(-385.6951256518105+3.3306690738754696e-14j)
383,(-385.69512565181105+4.06064071256651e-14j)
384,(-9.901350984435195e-14+1.6432674857151064e-15j)
385,(-384.6896283154691+1.3869166713077539e-14j)
386,(-519.1022516482552-2.0790018380033522e-16j)
387,(-395.3844596400028+1.0225388913301575e-14j)
