,0
446,(1.6717570255163107e-16+1.978621046274351e-17j)
447,(-1.2905105406421888e-16-1.3065432874117218e-17j)
448,(1.2401221180648234e-15-4.8450718899589145e-18j)
449,(2.9889449254874745e-16-6.389399271647203e-17j)
450,(-7.837586763072395e-16+6.514560143709631e-17j)
451,(1.171154365213721e-16+4.7448020968692e-17j)
452,(3.657976218128679e-16+1.778034186353575e-17j)
453,(7.271380058018576e-16+8.681391852485582e-17j)
454,(1.250884642353073e-15+9.15419785867546e-17j)
455,(3.882612376660502e-16-7.619771114997521e-18j)
456,(9.807047244991963e-16+9.518548891888643e-18j)
457,(-8.443111118793458e-16-3.646040037353509e-17j)
458,(4.68944344581747e-16+1.8445718688621648e-16j)
459,(-1.877241793897646e-15-9.019259677358746e-17j)
460,(4.6243094433339e-16-3.5396446164429686e-17j)
461,(-2.8555729215970635e-16-1.980672013024446e-17j)
462,(-8.562720018480475e-17-1.951700289872093e-17j)
463,(1.1800256219905851e-15-3.256807674549221e-17j)
464,(-1.2246627572803314e-15+1.0302623422326025e-17j)
465,(-1.0249868467060909e-16+1.7710474595410187e-16j)
466,(8.02563611350175e-16-5.563210582051562e-17j)
467,(9.647373762682983e-16-4.607870418585047e-17j)
468,(1.88229642162719e-16-6.384173498042905e-17j)
469,(-2.1480299610444096e-15-4.5754008010840866e-17j)
470,(-2.500013143481499e-15-7.478058370728992e-18j)
471,(-7.008607983180085e-16+6.113318720016313e-17j)
472,(1.052756395401978e-16-2.5172893495140613e-17j)
473,(-1.0892528192094257e-15+1.8242477074030977e-17j)
474,(-1.1812168147943567e-15-1.4186873039229442e-16j)
475,(1.5495613722870917e-16+7.521181435709174e-17j)
476,(-2.7546693506255095e-15+2.646639433445614e-16j)
477,(6.997591451955418e-17-9.791068821203508e-17j)
478,(1.6094962301872433e-15-3.0889561904270068e-18j)
479,(-9.103881753947919e-16-8.800130663803766e-17j)
480,(-1.89197633361028e-15-6.8019949791381934e-18j)
481,(-8.511146779812297e-16+1.7919459973081455e-17j)
482,(3.6365774030682093e-16-1.2686119007661923e-17j)
483,(-2.8222137538816554e-16+1.5371592942172944e-17j)
484,(1.9340839486034496e-16+1.3337350678337192e-17j)
485,(2.0136408205491836e-15-5.3214824623038555e-18j)
486,(3.7653432591120656e-16+9.12304751857417e-18j)
487,(1.568064298249782e-15-9.429718641395832e-17j)
